reviews,rating
This was a Mother's Day gift from my son. I had wanted one for awile. It has surpass my expectations. I love it.,5
"Perfect if you're looking for the basic necessities of a laptop. Only negatives no yahoo apps, no google apps, no apple app, but it's still awesome.",5
"I love my Amazon fire. I purchased one for my 17 year ol and she uses it to view Netflix,Hulu and you tube. I shop,email, surf the net and pay bills with mine:-)I bought an extra and downloaded my fire1. Now I have a fire 1 and a fire 2. My fire 1, my husband uses, so for back up I have a fire 2. It takes nice pics as well. The fire will make a very nice gift for someone oh, don't forget your free books you can download!!",5
Bought this as a gift/prize for a Project Graduation party. The winner was super excited!,5
This kindle does everything i want and more. No regrets on the purchase,5
I purchased this tablet for my mother-in-law and she loves it.,4
"Its fast, connects well, every amazon aspect of life you could possibly want is on here. Thats what I didnt expect, it being my first tablet. Amazon gets in your face about all its promos and products every time i turn it on. Its so annoying. -But its very handy, very sleek, easy to use and connects quick to any wifi acess around. However its limited on games and its app store is c.r.a.p compared to android. So ehhh 50/50.",3
Late gift for my grandson. He is very happy with it. Easy for him (9yo ).,5
"I'm not super thrilled with the proprietary OS on this unit, but it does work okay and does what I need it to do. Appearance is very nice, price is very good and I can't complain too much - just wish it were easier (or at least more obvious) to port new apps onto it. For now, it helps me see things that are too small on my phone while I'm traveling. I'm a happy buyer.",4
I purchased this Kindle Fire HD 8 was purchased for use by 5 and 8 yer old grandchildren. They basically use it to play Amazon games that you download.,5
Great tablet for a great price. No need to purchase an overpriced tablet for children,5
"I haven't had my Fire long enough to have explored all it has to offer. I've downloaded a couple of audio books that sound great and are easy to install and play. Not my way to watch movies or TV but the screen is nice. Very clear and sharp. Audio is just OK from the speakers, you'll want some nice head phones or buds for music or movies. I really like the Fire 8, it seems like a lot of gadget for the money.",5
I use this tablet often. It is the perfect size. The battery last a long time. The quality is great for the price,5
"Easy operation, great product, not a fan of the shiny screen, hard to see in sunlight",4
Love my purchase of my Amazon fire Hd 8. It was a very good experience,5
"Love it, vivid HD color, it replaces other devices I have. Watch movies, play games, read e books.",5
"Happy with the purchase, found it on sale could not pass it up!",4
the salesgirl was very knowledgeable and helped me pick out the right tablet for my needs. It works well as promised.,5
"Good size screen and clarity for the money. Seems fairly robust. The biggest problem is putting apps on it, at least free games. They do not have a great selection and when I put them on some of them require you turn on tracking so they can collect information or they won't let you play it",3
Good tablet overall just not enough memory but with an sd card just love it,3
It was great and great for the kids and adults thanks,5
my 9 yr old loves her new tablet . she had a nabi and likes this better,5
Love the Tablet. Wonderful battery life. Great for Movies.,5
This is a good tablet for the price. I dont have a lot of apps. I use more for reading and watch videos. I think is a good deal.,5
I bought this item for one of my interns and she loved it.,5
it's a great tablet for the money. I would buy another.,5
It does everything I need a table to do. And it is really fast..,5
"The product has a $90 price tag and the 90 warranty is too short. My tablet died within a month. I took it to Best Buy where they said they don't handle the warranty, went to Amazon web site where they said go to the store where I bought the device. After much digging around Amazon web site I found out who would help me. I gave it a one star and Amazon helped me quick. We were able to get it going again, a manual would help. The device works again. I found the tablet to be very functional, I watch Netflix, listen to Spotify, watch YouTube videos, it works great!",3
Excellent product for what it does. Spouse loves it!Nough said!,5
Easy to use and lots of handy features. Downside is the ads that apparently can't be shut off and you can't upload and and play downloaded YouTube videos unless you are online.,3
"Works great for my teenage son. He uses it for reading, playing games, and watching movies",5
I purchased this tablet for my granddaughter and she just loves it...so much I have to take on the week days ...,5
I love this kindle works great for me I will be ordering another one today for my wife.,5
" I needed a tablet to keep at the hospital during overnight stays so I decided based on price to get the kindle 8 and I am pleased I did! For only $89 the bright picture, sound, storage, and ease of use is well worth it.",5
This is a great tablet for downloading books & movies. It also takes pictures as well as surfing the web. All in all very satisfied with purchase,4
Very Nice upgrade! Love the speed to watch movies and to play games!,5
I broke my Fire 7 and decided to move up to the 8 and could not be more happy.,5
I bought this for reading but love the extras. Works great! Great reading options.,5
"I like my Amazon fire-easy to use - user friendly.I liked the size - 8"" . It has made my life much easier since having hand surgery! Easy to check my email and other uses!",4
"Absolutely love my kindle. There was a glare on the screen when I was out in the sun, but once my eyes got adjusted it was just fine!",5
"I was looking for a tablet within a reasonable price range, after doing a little research I decided to give the kindle a try and it was a GREAT decision! It has so many uses and makes it so much easier to get things done than using my phone. I would recommend for any age.",5
"I love my new kindle. It was a birthday gift to myself. Best decision I could have made. A lot of bells and whistle. I love it because it was to navigate. Heck, I am doing this review on my kindle.",5
Best Fire tablet at a reasonable price. Much faster than the 7 inch.,5
I like the size of the device as well as the expandable storage,5
Bought this for my wife to replace her old one and she loved it,5
Good enough for the price. Great for Amazon subscriptions and Amazon shopping.,3
I enjoy the kindle fire but it is not meant for heavy lifting. Good for reading books and web searching but Amazon App store doesnt have many of the normal apps found in Google Play or Apple App Store. Great value for the price however,4
"wonderful, I have 3 more at home, worth the money.",5
This is my second Amazon Fire. My first was the 7 inch and love the new 8 HD.,4
"I am impressed with the quality and speed of this tablet. I was a little worried about not having access to the Google Play store, but this has not been a big issue so far. The speed, functionality, and battery life have exceeded my expectations.",5
Good for price. One should not expect the quality of iPad from this product,4
"Bought the device as a gift for someone and so can't comment on the usage, however it was a good price for a device that seems very versatile to me.",4
Bought this for my mom and she loves it. Very user friendly,4
"The only thing that I don't like about it is that the screen is not made to be seen in the sunlight. If I wanted to take it to the beach or poolside to read, I would not be able to see it in the sunlight. Otherwise it is terrific!",4
It's a nice updated tablet. No problems yet. Decent price for what you get,5
Replacement tablet for my wife - no complaints! She watches Netflix on it a lot.,5
"This tablet was inexpensive, very lightweight, and performs just as good as the more expensive ones.",5
"A rating of 3 starts is what I can give this product. The Fire HD8 show a nice picture and is used mostly to watch NetFlix. However, the Fire HD8 will restart when the battery indicators is at 35%. I am not sure what is causing the issue or why.",3
Good product for listening to and reading books. Also works well when u don't want to carry an expensive and heavy laptop.,4
We use this for streaming and games. It is a great value for the money.,4
My wife got this for her Kindle books so she can read on the go,4
"Mom likes this allot, once she started using it. She was hesitant at first because it's something new! But that didn't last long.",4
"Nice screen, got it at discounted price for my kid, replaced a smaller one he broke. Tip add a child proff cover. The migration executive experience amazing! Picked up from cloud and i was good to go!",4
"Good features, good cost. Recommend to anyone looking for tablet.",4
Great product... easy to use! Compatible with everything I want to use it for.,5
"Bought this for my son,, the size is perfect not too small not too big. Kid friendly..and easy to use. Overall o rate it 5 stars..no problems to list",5
I purchased this to download books for school. Screen too small and OS was not to my liking,3
If you want a simple tablet to watch shows and play games this is it. The constant ads from Amazon are annoying however.,4
Love this tablet. Easy to use. And price was right,5
Bought it for tbe grandson to play games on. It is ok for that. I have had Nook tablets before and I think tbey are a little better than the Amazon. It does fine for what we bought it for.,4
This is a great tablet for people that are new to tablets and do not want to spend much money on it.,5
"It's a very nice tablet and very economic tool, my kids enjoy it and I love the parental controls too",5
"This was a present for my son, but he seems to be enjoying it, so it must be ok",4
"Nothing but problems after a month. Luckily I could take it back and get a credit for the kindle to put towards an ipad. It started off working fine then after a month it started losing internet connection randomly (while the old ipad had no problems). Then it stopped charging, never got past 1%. Tried different outlets, different android chargers. Nothing. Worthless",1
It's definitely a must have. I like to read books also browse social media and the web. Must have,5
"I really was looking for a simple, cheap tablet to play games and mess around on. Screen is really nice and it serves it's purpose well. Video and games both work really well on them. The only real negative about the tablet is that the cameras are not good. I really don't need them so I don't use them and it's not a big deal for me.",4
Our daughter loves her new tablet. It has a bigger screen more features and she just enjoys being on it. The kindle is priced right and is easy to use. She was able to get her apps transferred to her new tablet in no time. Great investment.,5
"Best tablet for the money and then some, loads fast, good quality graphics too.",5
I needed to upgrade my electronics since I haven't bought a tablet in a couple of years. What I had at home wouldn't stream what I wanted to see. I went in looking for a 10in and came out with this 8in after the sales assoc. showed me its features & answered my questions. Much more portable than a 10in would have been too.,5
"If you are looking for a tablet to read books, play games, watch netflix or amazon, and to travel with, look no further. This tablet has everything you need. it does not have the greatest camera, but you have a phone for that. No reason to spend more money on anything else.",5
"You get what you pay for... This is not great, the functionality and limitations leave much to be desired. Should have spent more and got another Samsung Galaxy Tab.",2
Great for travel when you want to read in vacation.,5
I really love my kindle its easy to handle to. I have 3.,5
"was cheap, can not run chrome stuff, returned to store.",1
"Bought this for my mom as an upgrade to her older non-HD Kindle Fire and it is an improvement on all fronts - bigger better screen, better speakers, faster processor and updated operating system plus a slot for external storage. Great price for what you get.",5
Got this at a great price as a second tablet. The battery life is so good that I use when traveling for movie watching. Great screen and quick response times.,4
I love my amazon fire tablet. It's great to watch movies on and surf the web.,5
I bought my daughter the kindle fire so i purchased the kindle 8 for me,4
Better than nook also cheaper. If toy areally looking to use as a tablet not the best choice. Great for reading and basic searching.,4
Love this tablet. Great price and does everything Iwas looking for in a tablet,4
"All four of my kids have this Kindle. They does freeze every now and again, but overall they are great. The new camera is not a favorite. The last version camera was better.",4
"My wife broke her kindle, so we tried the fire and she has loved it!",5
"About what you'd expect from Kindle. Bluetooth connectivity, battery life all good",4
I bought this tablet to replace another one that had died. it works of my purposes but one thing to note this is an Amazon device and does not have google play services installed. all apps come from amazon market.,4
"I enjoy using this Kindle fire 8"". The apps are easy to install, the screen is a great size. I can even use it without my glasses.",5
Got this tablet for my mother and liked it so much that I went and got one for myself! It runs fast for what I use it for!,5
I bought this tablet for my 13 yr. old God-child and she loves it. This was her Christmas present.,5
Bought it for my wife she loves it and I would but one for my self too,5
"Excellent value, great product. It has a really solid feel. I am very happy with the purchase.",5
Have had a nook and this is easier to use and greater variety of uses and I greatly prefer it.,4
"Great apps,ease of use,love the 8in screen, camera not that great, better pics on phones",5
"this a great tablet, my grandaughter uses the kindle settings for her little girl who is in pre school",5
This is an upgrade we purchased for Mom. She was able to use it with no problem. Alot like her previous Kindle,5
"Very happy with the Kindle tablet! Bought it to replace an old Kindle tablet. Great tablet, serves the purpose well. Basic browsing, netflix and amazon videos.Only issue is my older tablet had a mini hdmi not this one, so screen connect is only through Amazon echo.Still a good tablet!",4
I use it to stream movies while on the tread mill at the gym,5
This is a great Tablet at a really great price. The best part is if you happen to break it just buy a new one,4
Bought this to replace one I had from about 6 years ago. Why did I wait so long. The newer models bigger screen is so nice and it's so much faster!,5
I HAVE NOTHING BUT GOOD THINGS TO SAY. I HAVE HAD NO PROBLEMS WITH THE TABLET AND IT KEEPS A GREAT CHARGE. GOT IT FOR A GREAT PRICE!,4
I had bought this tablet for my sister who is wheel chair bound or she lays in her bed. She gets a lot of Joy from using the tablet.Its big screen helps her see things better.,5
Upgraded from the original Kindle not sure why we waited so long.,5
Works great!! Would recommend for anyone looking for a good product. Very kid friendly!,5
WAS LOOKING FOR A NEW TABLET. .. GREAT PRICE FOR THIS ONE!,5
"This is perfect for him! Bought it as a reader for his books, which we either download from Amazon Prime or the local public library. Nice quality screen resolution, ease of use and durability are a plus.",5
"My grandson loves it, uses it all the time. Its great",4
Great reader and tablet enjoy the video graphics nice unit.,5
Really love my Fire HD. Very easy to browse the internet. Is an excellent EBook Reader. Amazon apps are great!,5
The screen is big and the Kindle is easy to navigate. Having Amazon prime definitely makes it worth the investment,5
Bought this for my elderly non-tech friendly mom. Because it's so user friendly she's able to navigate it and enjoy its features without assistance.,5
It is better than we expected and couldn't be happier.,5
We love this tablet. I bought it for my 4 and 6 year old daughters for Christmas. They have been able to used them with ease.,4
This is for my 10 year old. Love the parental settings,5
This was my 3rd Kindle and 2nd Fire Kindle!!! I use it for EVERYTHING!!! Hardly use the laptop at ALL anymore. Would HIGHLY recommend!!!,5
"Mainly used for reading kindle books, but tablet does many other things! Goes with me everywhere I go!",5
When I decided on this I was shopping for something but didn't know what. After using I have decided this is it. Does all I need.,5
I bought this tablet for my 4 year old granddaughters birthday and she loves it. Works well and it is easy for her to operate.,4
Got as a gift for my mom for Mother's Day . Really great,4
"This screen on the hd8 is a huge improvement over the past kindle or fire devices. The operating system is sometimes glitchy, but overall a nice system for the money.",5
Be sure to join Amazon Prime and have access to lots of free reading downloads,5
"Affordable and kid friendly. My kids watch videos and play games on these a lot. Lots of apps, games and books to choose from!",5
"I bought this tablet to replace my old kindle fire. So far, it has exceeded my expectations. All my apps have transferred flawlessly. The battery lasts me 10-12 hours, with moderate internet use. Glad I made this purchase.",5
We needed a new tablet and after some research this one seemed to fit our needs. Would definitely recommend this to anyone that is looking for a tablet.,5
These two boys were thrilled with the Fire tablet. Every time I see them they are glued to the tablet. They both have said it is the best present EVER. Extra points to the grandfather on these gifts!,5
Unsure if I wanted to get another kindle or an Amazon tablet. Very happy with my purchase. Easy to use and a great price!,4
This is a great Amazon Fire HD8. I love the size. So much better than my first Kindle.,5
has good download speed. great color and clarity. sound also very good,5
"Bought for grandson ,he loves it's! He uses it daily after home work done.",5
it was a good buy for when the had them on sale. I use it as my travel tablet,5
I love this Kindle Fire....I bought it as a reader but really about the only thing I can't do on it is make phone calls. Great price for a great product.,5
"The Fire 8 was purchased for me for after I had a knee replacement. I used it to view and check my emails, facebook, Netflix, Xfinity movies and TV shows.",5
I had an older Kindle but it got a virus. The only thing I have against this one is that it gets very hot. Best Buy did not carry covers for it.,4
got as a replacement for young child. worked well for him.,5
"This is a great value tablet, great screen great apps. Highly recommend for media/games. I'll probably buy another",5
We bought one for my son and he liked it so much we bought another one for my other son. We did upgrade to the 8 inch screen.,5
Purchased it for in law. She loves it and has no problems with it.,5
I bought this as a Christmas present on Black Friday for an incredible price,4
Easy to use and has a lot of games and books available. Good memory and you can't beat the price!,5
I'm planning on returning this tablet just as soon as I can!`,2
"I bought this to replace a 3-year old Kindle Fire 7"" HDX that I had just dropped on the floor. I sort of panicked, so after doing a couple of hours of research I picked this tablet. Just to be on the safe side I got 16 additional GB of memory. I installed a couple of games (none of them memory hogs) and a cookbook app, in addition to downloading a couple of books and dictionaries. I can honestly say this is the slowest tablet I've ever had. Just rotating the screen takes 7-10 seconds, and that's if there's only one app open. Opening a book or magazine can take half a minute, and God help you if you want to switch between a recipe and a magazine while you're cooking! Amazon is obviously more concerned about showing you constant special offers and apps than having satisfied customers. Since there are no other Fire tablets available for whatever reason (maybe they're being discontinued?) I'll be replacing it with either an iPad or a Galaxy tablet.",1
Great starter tablet for any one looking to not spend much money.,4
I bought this for a gift and my little niece got in love with it,5
"HD 8"" tablet 16G on sale for $64.99 thats $25 dollars less then ever before. And alexa included.",5
"Glad I upgraded to the Fire Kindle as it is much easy to read on than the black and white Kindle I had previously. The color and graphics are very clear. It is easy to work on for many tasks, and the search mode is great.",5
Overall I am satisfied with the tablet. Nice looking screen and decent sounding speakers. Loads of content kids and adults. Nice device!,4
"This is our first tablet, we were looking for a tablet to get us started and this is nice and inexpensive way to get started. We will use this for a while to get used to the whole app thing.",5
"I bought this to replace an older kindle that broke. It has more features, like front/ rear facing camera and better resolution screen. I feel like it doesn't work as well though. The screen doesn't always respond. The Internet freezes a lot. The colors seem to be a little off. All in all, still a decent piece for the price.",3
I purchased the Kindle fire to replace my iPad that stopped working. It is so much easier to use and lighter than an iPad. I wish I had purchased one years ago.,5
Kindles are easy to carry when traveling on long flights.,5
Can't believe I waited so long to get a real e-reader. So easy to read from.,5
"Nice tablet from Amazon, has a good screen on it and plenty of memory.",5
"My grandson loves it! It's exactly what he needed. I'm very pleased with it, and so is he!",4
I loved my old kindle but this new kindle is easy to use and has added security that I didn't have with my old kindle.,5
as above but interface is confusing and swipes are sometimes not recognized.,4
Great for games and reading. Price was great. Great battery life. Well worth the money.,5
Its awesome and of course better than the last gen. Love the HD screen.,5
Picked this up in hopes the kids would read more than usual. It worked not only that but the entire family enjoys it.,5
Perfect size. Exactly what I was looking for. Highly recommend this to anyone.,5
"It works fine, but sensitive to swipe on one side.",4
This tablet has worked perfectly since I got it in April. The special offers are only on the lock screen and it works with all my apps. It's very responsive and the screen resolution is great.,5
Easy to use and great selection of books movies and games.,5
We got these as an upgrade for the kids' Kindle Fires. Work great and have had no issues.,5
"The specs are good, feels solid, can't stand the OS. Too many ads you can't get rid of, not as customizable as I'd like. If that doesn't bother you, it's a good tablet for the price. Don't expect to run games on it, not powerful enough for that.",3
I bought one and gave this one as a gift- much appreciated and great price.,5
"I needed something that's not an ipad for basic app use and it works great, minimal glare even with a screen protector (again, it's not iPad, but it's good for a tablet)",5
Very easy to use and does everything I need it to do. I use it to read emails and watch Netflix,5
Very easy to use. The Kindle app works well. Regular tablet search simple games email all work fine sometimes a little slow. I used this as my travel tablet and teader. The advertising is a pain but helps keep the price down.,4
Goo graphics and easy to use. Does much more than you think. A perfect gift.,5
Great Fire tablet! Speedy service and experience! Bravo!,5
"This is a cheap tablet but really worth for the price. I bought this when it is on sale for $69 + $40 for 128 GB SD card, you have a great tablet when plenty of space. I used ipad for a while but i think it is so overpriced . This tablet is a deal !!!",5
Excellent replacemwnt for an older model of rhe kindle.,5
"This is our 2nd one, my wife was using my most of the time, so I got her one.",5
good little tablet. I use it for entertainment. no issues hooking it up to my network.,4
It reads my textbooks to me while I play card games. Why did I wait so long to buy this thing? I should add that I am an Amazon Prime member so that might be needed to take full advantage of this feature. Cortonna will read all of my books to me. I didn't have to upgrade my books or pay extra per book.,5
"Got this for my mom, so she could check facebook without getting on her computer. So far, no problems, even tho she's not tech savvy.",4
Enjoy having a device that I did not have to pay for through the nose. Enjoy having a device that makes it easier to read on the go.,5
Great light weight tablet that uploads quickly. Would recommend.,5
"I need a tablet for reading ebooks and search dictionary for new vocabulary. This one fit my need and it can also check email, listen music and go online searching stuff. I have iPad at home and put this at office, so I don't need to bring the same tablet back and forth. It suits my need very well.",4
This is a very responsive device for the amount paid,5
Amazon - Fire HD8 - 8 - Tablet - 16GB - Wi-Fi - Black I purchased this for my sister. I really appreciate the Geek Squad for setting this product up for her and for teaching me how to use it. Now I can pass that I learned onto my sister.,5
Kindle was great purchase for both of my teenage sons.Great for use of apps and music. Good for everyday use. Would recommend to anybody.,4
"Inexpensive, but well built. Easy navigation. Streams movies well. Sound is decent, but requires headphones generally. Screen is good size and clear. Finding a case for this model is a challenge - I found on-line, but expensive considering tablet price. Universal cases don't work due to button placement.",4
"8 years old daughter is happy with this tables,work very well with wifi and is easy to download app.",5
"Perfect for basic stuff, games and media. Reading, too.",5
Fast working tablet but very limited on apps. I like it but it was not really for me. Only apps available were from the Amazon app store so many apps that I hoped to use were unavailable. So it is good for limited use.,4
Purchased for book reading but works well as a tablet. Wasn't thinking that it would be a full replacement for my old IPad but working well as one.,5
Prior to using the device I decided to recharge it to 100% and was shocked to find out that it takes 6 hours. Unless you have a lot of time don't buy this device.,1
whats to say.................................................it's Kindlelishous!!!!!!!!!!!!!,5
I purchased this as a Mother's Day gift for my Mom in Florida. I don't have first hand experience with it but the price point is great and the other reviews seem solid. I did watch a few unboxing videos on youtube and it seems to be a great deal. Some people seem to have issues with the screen being too glossy but other than that I don't see a ton of other problems.,5
This tablet has beautiful color graphics and is super thin. Easy to carry with you.,5
This fit my criteria of a low cost tablet that works well,4
My son loves his new tablet. He goes on it as soon as he gets home from school.,5
and it holds a LOT of data plus you can add more storage... been using it a lot.,5
Better than I expected. Parental control is an awesome feature.,4
I was looking for a kids tablet for my grandson but this one is so much better because it can grow with him and it has a kids mode on it which is really nice so he can't order or go online without permission. He loves this tablet and it's very well build .,5
"We bought the Fire as an easy way for our 97 year old mother to see pictures of the family from all over the country. It was very simple to set up and learn to use. She plays games on it, as well......",5
"Cant beat it for the money, plus its very durable....",4
"My 8 year old niece cracked her screen on her former tablet, I needed to get her a replacement. This tablet fit the bill exactly, a great screen, relatively fast CPU, and best of all, it's cheap!I was able to find instructions online for installing Google PlayStore, in which I then gave her the tablet. She loves it!",5
I love the Amazon HD8! It is a great tablet for reading and surfing the web! It has a fast processor and amazing resolution. I would definitely purchase this product again.,5
Great product for my 8 year & affordable.. had 2 months & no problems,5
Great but I wouldn't use it for a sole purpose as being my primary tablet,5
A perfect tablet at a reasonable cost. Why pay higher prices for bells and whistles you don't use. The back lit feature is great for reading in low light conditions.,5
"I got a kindle fire when they first came out. Time to update and great choice, good graphic, great for catching up on your favorites show better than watching on a phone!!",5
The Kindle Fire HD is perfect for playing simple games and for streaming video while away from home. It's thin and light.,3
"Bought this for my daughter. She loves it. Wifi connection is great. She mostly uses YouTube and google. Love the easy way to control parental accounts from my account. Very useful. I did buy a cover to put on it, because it's so thin, I was afraid it would break.",5
I bought this tab for my daughter's birthday.its got a good screen and sound for the price. I also play for the children's app freetime which is perfect for her.,5
Really good tablet. Very nice picture. Really easy to use.,4
I needed a kindle for my schooling so I decided to look into this and read some reviews. After reading the reviews I decided on this kindle and it is perfect compared to my other tablet.,5
Like the ability to play a game or 2 when I take a break from reading...,5
"Easy to use, light weight, fits in a small purse or bag.",5
I like the Amazon Platform that it is on as it ties into my Amazon account.,4
still learning new things about my tablet. very easy to use.. perfect size.,5
We have been using our Kindle Fire 7 for years and it wore out. We looked at replacing it with another Fire 7 until I saw the Fire 8. The display is great and the weight is not that big of a difference.,5
Enjoy the multifaceted opportunities that are available with the Kindle,5
This tablet is very easy to set up and use- it's just as advertised.,5
I had the original Kindle and just decided to upgrade. It ​is a very functional and easy to use.,5
My 10 year old daughter loves it. Battery great to,5
"Several friends suggested I buy the Kindle Fire. I love it!! Great for traveling! I can check my email, update my Facebook status and read all from one device.",5
I had a new one but it stopped working....So I just went and bought a new one. Works great!!,5
"Loved it very good screen quality and clarity, of course its amazon so alot of the regular google play store stuff from androids isnt Available, but they have there own version of stuff that is good also, my kids loved it, i loved it, i highly recommend buying it. But if your hooked on google play id go with a Samsung tablet.",4
Very lightweight and portable with excellent battery life.,5
I like this so much more than the Voyage. The shape makes for easier holding. I only wish this devise was maybe 2 inches taller then it would look like a real book,5
"Replacing older reader without a light and traveling overseas soon. With electronics in the cabin under scrutiny, this very small and very lightweight reader fits the bill! Perfect in small purses and large pockets. I can read without annoying seatmate with cabin overhead seat light. Easy to hold in either hand and screen adjusts for whichever direction you're holding it.",5
This is my first e-reader. I didn't know about the odd refresh and it took a little while to get used to but I do love how small and light it is and that I do not have to remember to plug it in everyday,4
"This kindle is awesome. I love the design of it. Nothing software wise that was different than my other kindle but the way it's designed makes it much more comfortable and easier to read. The only reason I didn't give it five stars was because of the price. If it were cheaper, this kindle would have been five stars no doubt.",4
The new Kindle is a great gift and fantastic entertainment idea.,5
Met all my expectations! Lightweight and compact. I enjoy using the product.,5
"I thought long and hard about upgrading from my paperwhite, but decided to do so despite not beating able to actually see one in the store. I have owned a Kindle since the second generation version. This is by far my favorite. The look and feel are amazing. I don't regret the purchase one bit as I have the disposable income to do so, but for most the paperwhite will more than suffice at a significantly smaller price point.",5
"I own a Kindle HDX 8.9 and wanted something small and portable... WOW is all I can say when I got my hands on the Kindle Oasis ( Thank you Babes :) ). The Kindle Oasis is very tiny, portable & fits in about anything from a jeans back pockets to a very very small purse! The clarity of the screen is awesome. The touch of it works perfect! Very different than my HDX BUT I HIGHLY RECOMMEND it! A little more pricey than the paperwhite BUT this one already comes with the case and a built in battery in the case so you are set for long time reading & the price is fair since the others you would still have to buy a case for it! Keep in mind the case for the oasis is leather and you can choose from black, brown and red (red was my choice., which to me it's not red it's more of a wine red color) it's beautiful! Picture shows My Kindle Oasis in the middle of the IPhone 7 Plus (left) & Samsung S8+ (right) so you can get an idea on the size... it's super cute! It's tinier than the Kindle paperwhite!",5
"Got me reading again! Love the merlot cover. This one is the smallest of all the kindle products I believe, and that's a big reason I picked. Also the lightest I believe. Battery life is forever.Two negative points are the Amazon logo in the cover, and the fact you can't do inverted text (black background white text).Those 2 points dropped it from 4 to 5 star for me.Still highly recommended.",4
easy to read books this way. enjoyable at night in the bedroom or outside in the afternoon.,5
"I purchased the Kindle Oasis because I was growing increasingly tired of the glare and cumbersome size of reading off my iPad. So the portability is great. And of course, I went for the most expensive, because I wanted the extra battery life. And while the length of time it stays charged is nice, charges very quickly, it's still overpriced. I love the non-glare screen, you can literally read this anywhere. But the wifi connectivity is patchy at best. I have to go upstairs in my home and stand close to the router for the Oasis to connect, this is very annoying. Wouldn't be a big deal if I only read from this one device. But I read from another and picking up where I left off is a pain most times. Non of my issues are really a big deal, but for $300 I don't feel like I should have any issues.",4
"This is my second Kindle and I couldn't be happier . I couldn't believe I would be happy with something so small , but it is great And easy to take along anywhere .",5
"I started to buy the Voyage but when I saw how close the price was to the Oasis, I decided to go ahead and buy the Oasis. So glad I did! I love the case and the physical buttons to turn the page. It is so lightweight and I love the option of the screen rotating whenI need to change hands. Awesome device!",5
"Was afraid to spend so much money for a kindle but so far I am glad I did. Love everything about it. The buttons to turns pages, screen resolution, lighting, how easy and light it is when you hold it. Case is beautiful. Enjoy reading on it.",5
Great item! Would definitely recommend this item -- am still learning all the things about it.,5
"This product may be extremely overpriced, but it also lives up to everything it's promised. It's a lightweight, long-lasting ereader that is much easier on the eyes than an iPad. It is much lighter and more ergonomical than a paperback, and I find myself renting kindle copies of books I already own just to take advantage of the device's convenience.",4
Upgraded from my old Kindle keyboard. I love the ability to adjust brightness and font. I have small hands and this is not too big to hold in one hand. I was able to change the page turning buttons for left handed use. The charging cover last a long time. I wish there were more colors to choose from.,5
This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with; unsnaps constantly Amazon Customer Services promises it will resolved in an update,1
"Its a great ereader but a little pricy. It has the same specs as the Voyage as far as pixels and procesor, which costs less. The only difference between this and the Voyage, is that it's much lighter, it's brighter (LEDs), and a longer battery life if you're using the cover. I've noticed the battery life drains much faster without the cover, but you'll still be able to read for hours without it. You would think it be water resistant, hence the name but it isn't. But then I don't plan on reading when it's raining or outside or while taking a bath. Overall, it's the best ereader Amazon currently has to offer but if you don't mind the price tag and want the best, then go for it! Voyage is still not a bad option though",5
Great ebook for a beginner. Light and good looking,5
"I have had a Kindle for some time and was curious about the Oasis. It did not disappoint. It is very compact, even with the cover, and fits in a coat pocket. I really enjoy the size and the redesign which brings back hard buttons. Great device for home or on the go.",5
Battery life is unreal! So much faster than my old kindle.,5
This Kindle reader with cover attached is light weight and easy reading. Page turner is easy to use and it reverses so you can hold with either hand. I am very happy and satisfied with this product. Happy reading -,5
"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)",5
"I've been a kindle owner since the early days and when new versions have come out in the past, it was usually a no-brainier to upgrade. The oasis was a little challenging because the price really makes you stop and think if this upgrade is worth it. After a lot of thought, the factor that convinced me to switch was the reappearance of the page turning buttons. I missed them since they vanished with the kindle keyboard! The paper white and the voyage were great devices but I often accidentally changed pages if I accidentally pinched the bezel when carrying the device or even just shifting positions on the couch. The Oasis' buttons have removed that issue and I am delighted! The weight and thinness of the device are also appreciated tho the paper white etc are pretty thin already. The addition of the cover is interesting but after a month's use I think it's pretty clear the cover/battery is there only to boost the very short-lived battery in the kindle itself. ""Months"" of battery life just seems impossible unless you keep the screen at low illumination and only read a few minutes a day. The screen is clear and bright, I can't see any LED issues others have complained about and the interface does seem snappier than older versions. Ultimately the only real justification for buying this kindle is if you miss the page turn buttons and want to pay top dollar for them. Otherwise, the existing kindles will meet your needs.",4
"I would definitely buy it again, but it does not have the ambient light sensor like the cheaper voyage does to turn the brightness up and down automatically in the dark or sun. For a product of this price, it shouldn't be missing any features. Otherwise it is great, light, and the text refreshes quickly and is crisp.",4
Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.COM.,5
"This is a great device. It is ultra light, and a pleasure to use. It also has a very satisfying premium feel. The price, of course, is not worth it.. unless you can afford it. There are cheaper models of the kindle with similar screen resolution....but if you CAN afford it, I highly recommend it.",5
